time,ReferenceRate,ReferenceRateUSD,volume_reported_spot_usd_1d
2024-11-01,,,741154.01204639
2024-11-02,,,309284.217877537
2024-11-03,,,758886.644577143
2024-11-04,,,431134.662068599
2024-11-05,,,614543.310103997
2024-11-06,,,4013250.31284967
2024-11-07,,,2610383.96602479
2024-11-08,,,1604728.04440602
2024-11-09,,,976415.561930294
2024-11-10,,,2480419.98388322
2024-11-11,,,2260160.2086003
2024-11-12,,,3195082.27393848
2024-11-13,,,2314606.45871991
2024-11-14,,,1902957.27274466
2024-11-15,,,1886054.88472345
2024-11-16,,,1802208.7879686
2024-11-17,,,1725724.64068367
2024-11-18,,,1269724.43698533
2024-11-19,,,1818788.9039603
2024-11-20,,,1380416.21598834
2024-11-21,,,3282411.31954051
2024-11-22,,,5159536.03556425
2024-11-23,,,3037397.16553266
2024-11-24,,,2869607.47972454
2024-11-25,,,2605356.03950652
2024-11-26,,,14825901.8893103
2024-11-27,,,4448854.75143243
2024-11-28,,,2465269.61770348
2024-11-29,,,2898465.55687285
2024-11-30,,,3650640.84741131
2024-12-01,,,4284559.66596637
2024-12-02,,,3868942.00434101
2024-12-03,,,4214527.6701075
2024-12-04,,,9584694.9454193
2024-12-05,,,4459660.81644932
2024-12-06,,,11097661.3873986
2024-12-07,,,5953578.07580674
2024-12-08,,,3706323.32413506
2024-12-09,,,6782456.12252423
2024-12-10,,,5418846.70328217
2024-12-11,,,3791703.57226396
2024-12-12,,,3697130.301167
2024-12-13,,,237504211.334989
2024-12-14,,,61800850.6827196
2024-12-15,,,21476036.8562117
2024-12-16,,,27185797.28471
2024-12-17,,,18451005.6495122
2024-12-18,,,31717864.5815807
2024-12-19,,,37939689.6473444
2024-12-20,,,30014687.6248719
2024-12-21,,,12347485.6221422
2024-12-22,,,6166370.20994154
2024-12-23,,,8368128.83028904
2024-12-24,,,5791486.56211776
2024-12-25,,,5895574.65944903
2024-12-26,,,14083459.6266281
2024-12-27,,,12688433.1405666
2024-12-28,,,7831129.60326842
2024-12-29,,,4017801.17613059
2024-12-30,,,3833141.82481682
2024-12-31,,,5049030.53154043
2025-01-01,,,5903674.90700533
2025-01-02,,,6215410.28572187
2025-01-03,,,6456166.8517992
2025-01-04,,,4763195.65682558
2025-01-05,,,7641360.49580572
2025-01-06,,,5822025.09315133
2025-01-07,,,4840387.93367887
2025-01-08,,,7092100.33671565
2025-01-09,,,4020028.54701213
2025-01-10,,,3060323.3948269
2025-01-11,,,2180542.0553508
2025-01-12,,,2258447.07930708
2025-01-13,,,5468421.35761668
2025-01-14,,,5995872.86840202
2025-01-15,,,4981535.28072424
2025-01-16,,,3178099.03737782
2025-01-17,,,3780743.36632793
2025-01-18,,,4106774.45826874
