time,ReferenceRate,ReferenceRateUSD,volume_reported_spot_usd_1d
2026-03-18,,,3773035.26383452
2026-03-19,,,1604774.6871672
2026-03-20,,,1294816.70162068
2026-03-21,,,1135800.21146196
2026-03-22,,,1545947.2053964
2026-03-23,,,2836630.32528342
2026-03-24,,,4743884.72690181
2026-03-25,,,1748040.05761735
2026-03-26,,,1707800.13746729
2026-03-27,,,2684041.62520955
2026-03-28,,,1506358.93782225
2026-03-29,,,3614820.24543466
2026-03-30,,,4071027.34817909
2026-03-31,,,2899711.18420172
2026-04-01,,,2510627.20263862
2026-04-02,,,2292509.6007682
2026-04-03,,,4547763.40335258
2026-04-04,,,1515367.6657456
2026-04-05,,,2819475.62029542
2026-04-06,,,3651118.7759764
2026-04-07,,,6460493.81577063
2026-04-08,,,3093031.95305416
2026-04-09,,,2680315.66853645
2026-04-10,,,3272179.08248259
2026-04-11,,,1950518.44215706
2026-04-12,,,8135815.18185726
2026-04-13,,,31527187.589335
2026-04-14,,,8778747.39223296
2026-04-15,,,4436655.99558877
2026-04-16,,,3570833.55054092
2026-04-17,,,3219865.30328026
2026-04-18,,,3639054.97076708
2026-04-19,,,3129405.30466523
2026-04-20,,,2986232.91605515
2026-04-21,,,2236092.77505616
2026-04-22,,,2443965.09712457
2026-04-23,,,1825255.44849706
2026-04-24,,,7482713.29799711
2026-04-25,,,1711382.11755973
2026-04-26,,,2403128.8143044
2026-04-27,,,4019729.23828692
2026-04-28,,,1717529.66268349
2026-04-29,,,2458576.64631194
2026-04-30,,,1541212.0473785
2026-05-01,,,2516478.52165751
2026-05-02,,,1278040.7056436
2026-05-03,,,2311547.21267871
2026-05-04,0.00978777161193104,0.00978777161193104,4233016.6395733
2026-05-05,0.0100634014625349,0.0100634014625349,1684205.61398473
2026-05-06,0.0101054631450477,0.0101054631450477,2256831.31382333
2026-05-07,0.00967558937878593,0.00967558937878593,5166947.36983243
2026-05-08,0.00980905600231676,0.00980905600231676,4117923.22664416
2026-05-09,0.0105288036301542,0.0105288036301542,9848588.99901922
2026-05-10,0.0170588074242231,0.0170588074242231,
