time,ReferenceRate,ReferenceRateUSD,volume_reported_spot_usd_1d
2026-01-23,,,7498875.39708467
2026-01-24,,,3261555.62658622
2026-01-25,,,2163274.64385963
2026-01-26,,,2727671.62556302
2026-01-27,,,2742801.66474446
2026-01-28,,,3367497.42995392
2026-01-29,,,4160703.85041742
2026-01-30,,,2210591.76135993
2026-01-31,,,2721835.72195944
2026-02-01,,,2062422.88820167
2026-02-02,,,1105596.68301195
2026-02-03,,,1198492.85128377
2026-02-04,,,1465677.57043342
2026-02-05,,,1435677.11921277
2026-02-09,,,884845.684107828
2026-02-10,,,735518.251674841
2026-02-11,,,760378.892686232
2026-02-12,,,521207.057094236
2026-02-13,,,718864.353877584
2026-02-14,,,1709652.35751381
2026-02-15,,,5198872.55398733
2026-02-16,,,1355036.58853683
2026-02-17,,,1556326.29060702
2026-02-18,,,2018559.45136632
2026-02-19,,,1046711.37361074
2026-02-20,0.0334179317754976,0.0334179317754976,2778545.15297555
2026-02-21,0.037771440946061,0.037771440946061,1370507.06273811
2026-02-22,0.0384003389711348,0.0384003389711348,3139910.02887845
2026-02-23,0.0403555523457188,0.0403555523457188,9203908.50784397
2026-02-24,0.0469947164069982,0.0469947164069982,2934115.631063
2026-02-25,0.0450620346247519,0.0450620346247519,3847970.29271417
2026-02-26,0.0467400052311856,0.0467400052311856,
