time,CapMrktEstUSD,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD
2025-12-09,116336513.7503267060110722733008,,,,,
2025-12-10,111097620.719396490799976970789,,,,,
2025-12-11,111304555.686053652112866172684,,,,,
2025-12-12,111684803.874082790508344964834,,,,,
2025-12-13,111097780.683449081393287507419,,,,,
2025-12-14,111092650.4690946720146783106421,,,,,
2025-12-15,110936942.1090388121590802542591,,,,,
2025-12-16,110971571.92430717014782383997,,,,,
2025-12-17,112851050.6980787365454802868332,,,,,
2025-12-18,101550147.8532722402067521999128,,,,,
2025-12-19,102124270.444797621835779329478,,,,,
2025-12-20,109224159.985335194021782421448,,,,,
2025-12-21,108979998.590258567605546349859,,,,,
2025-12-22,109049052.5599713930293689977442,,,,,
2025-12-23,116890442.349059921887728382285,,,,,
2025-12-24,119038114.6969713866758753560132,,,,,
2025-12-25,124663280.237465962523285691731,,,,,
2025-12-26,124298056.5197826833774583529608,,,,,
2025-12-27,124167281.796590047784294068224,,,,,
2025-12-28,124175767.7487327971611227980646,,,,,
2025-12-29,124284213.140051247576779383401,,,,,
2025-12-30,121788923.220564450744639931832,,,,,
2025-12-31,121193295.2636139409743167266683,,,,,
2026-01-01,119093292.8866956412718740095436,,,,,
2026-01-02,119116777.375010974185033848448,,,,,
2026-01-03,122125545.323129315618449144216,,,,,
2026-01-04,122060363.2478555646538201630166,,,,,
2026-01-05,122231287.4473946889604938895179,,,,,
2026-01-06,125918074.35648874839507368077,,,,,
2026-01-07,126382702.2370260442256867078054,,,,,
2026-01-08,122922279.34108649705749980087,,,,,
2026-01-09,120509264.880543673779848126244,,,,,
2026-01-10,120670690.1263412940778652008302,,,,,
2026-01-11,120517898.4235697751833714398045,,,,,
2026-01-12,120514743.678012740774118034598,,,,,
2026-01-13,121415823.0752497343588024669686,,,,,
2026-01-14,125169004.0575381857249934985265,,,,,
2026-01-15,128447005.3866673148067893754504,,,,,
2026-01-16,127962791.358181117253990527866,,,,,
2026-01-17,127998024.0398202341251801747368,,,,,
2026-01-18,127840270.0955322198239977379936,,,,,
2026-01-19,128009721.8609439842098278968136,,,,,
2026-01-20,126799673.79043076341466656755,,,,,
2026-01-21,121903862.8870931802907534092672,,,,,
2026-01-22,123380247.7843098632390541134956,,,,,
2026-01-23,122831927.8823280344217965885782,,,,,
2026-01-24,129499970.0922939683352866324404,,,,,
2026-01-25,128977382.8453560310920346782632,,,,,
2026-01-26,128949045.9394383239577059671659,,,,,
2026-01-27,129009636.8643100093052106348036,,,,,
2026-01-28,126808272.3243353742819194091524,,,,,
2026-01-29,126547554.0914166577461708477935,,,,,
2026-01-30,122542979.6586727804288617135775,,,,,
2026-01-31,121569229.450337920276452589715,,,,,
2026-02-01,115494243.9180234493019200356654,,,,,
2026-02-02,115558274.7825459942118982429793,,,,,
2026-02-03,116809699.3822582024906621301441,,,,,
2026-02-04,115783671.6321750084215445757325,,,,,
2026-02-05,114929710.0739532893314864783891,,,,,
2026-02-06,111472892.511294492439833558525,,,,,
2026-02-07,112410555.1199494262953219635375,,,,,
2026-02-08,112722152.2172328727038675804722,,,,,
2026-02-09,113670617.6677540995909342143415,,,,,
2026-02-10,113018926.8179186271681110972541,,,,,
2026-02-11,113735462.386754212276492559596,,,,,
2026-02-12,113046517.7991038595460215378544,,,,,
2026-02-13,111577671.660222356968148506464,,,,,
2026-02-14,111736160.6994769840245180358272,,,,,
2026-02-15,111726122.8364926482826368932882,,,,,
2026-02-16,111696666.7758563812371158531095,,,,,
2026-02-17,111893170.3684425354708608872194,,,,,
2026-02-18,111752084.7162929574403033974804,,,,,
2026-02-19,112118631.8424941167672625809292,,,,,
2026-02-20,112171567.707941219513043888922,,,,,
2026-02-21,113174237.438801359365700279814,,,,,
2026-02-22,113753533.5985276305084704171666,,,,,
2026-02-23,113612557.2737885383672989777716,,,,,
2026-02-24,112848279.142607465000906033925,,,,,
2026-02-25,111632591.614497162024120111996,,,,,
2026-02-26,112959078.724977109978073622756,,,,,
2026-02-27,113645800.82245708261442688636,,,,,
2026-02-28,113014299.067583817854151544391,1.00044189840115,0.0000151894788565939,0.000518442618428357,0.847551584057908,1.00044189840115
2026-03-01,112925675.9739331107830013766096,1.00032485057083,0.000014937883377831,0.000509463027026288,0.847997694343518,1.00032485057083
2026-03-02,113260906.1135768094264288086745,0.999885049091278,0.0000152111895107455,0.000515812372239099,0.850194651358298,0.999885049091278
2026-03-03,113606674.7234172671576259098862,0.999804268448535,0.0000145061839800692,0.000491742069964298,0.854794944564174,0.999804268448535
2026-03-04,113572231.004512332859187239091,0.999814982086946,0.0000146105192004837,0.000503126126417853,0.860954032219038,0.999814982086946
2026-03-05,117148759.895805012640790239038,1.00005179604329,0.0000137620298544209,0.000470043514046404,0.859497699272363,1.00005179604329
2026-03-06,,1.00001678713197,0.0000140872380773219,0.000481556755065159,0.861710486717582,1.00001678713197
