time,CapMrktEstUSD,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,principal_market_price_usd,principal_market_usd
2024-06-17,790495785.24438751085874141042583820396,,,,,,,
2024-06-18,760417796.77112912227137785437308836865,,,,,,,
2024-06-19,755179786.5913647779160346434719100294,,,,,,,
2024-06-20,751361891.83469457123406672002052380121,,,,,,,
2024-06-21,770223453.87593612362692717920444549952,,,,,,,
2024-06-22,781088824.87998326047479610144267226265,,,,,,,
2024-06-23,722961432.71589899620093750650891475498,,,,,,,
2024-06-24,775092484.72275763869174695982162486228,,,,,,,
2024-06-25,732405283.39728919146814820410043500782,,,,,,,
2024-06-26,740494311.10543971456329710999524643548,,,,,,,
2024-06-27,762158251.9384126475256050541186669785,,,,,,,
2024-06-28,1428986106.06432329726272735625016590272,,,,,,,
2024-06-29,1429846059.69604529456435816964043807865,,,,,,,
2024-06-30,1374110607.217924207911519797716215216,,,,,,,
2024-07-01,1360386347.8212817325185360918846304952,,,,,,,
2024-07-02,1327853427.12242652140588669878258495976,,,,,,,
2024-07-03,1219142445.11472900330916956527359662354,,,,,,,
2024-07-04,1129932330.45177971271281189926381053374,,,,,,,
2024-07-05,1093225829.87553828599629422937589603607,,,,,,,
2024-07-06,1117935653.91306181151966844907339539651,,,,,,,
2024-07-07,1049359302.28723237946122074862682953207,,,,,,,
2024-07-08,1083284834.399332919159347127489426802,,,,,,,
2024-07-09,1051438524.4941583026292286686298962587,,,,,,,
2024-07-10,1088573621.10177035579165070324583296136,,,,,,,
2024-07-11,1106561531.98221895993301738532256899801,,,,,,,
2024-07-12,1094173197.2789571759016989339478119728,,,,,,,
2024-07-13,1114897858.30921622625835985047662328779,,,,,,,
2024-07-14,1112795111.39723423055473165351808109689,,,,,,,
2024-07-15,1187401850.3495882463439498267307135802,,,,,,,
2024-07-16,1171949618.90219984174102257653284347446,,,,,,,
2024-07-17,1159018421.87066932663215100210226575206,,,,,,,
2024-07-18,1140365454.3691749631338053374524570808,,,,,,,
2024-07-19,1213155443.87621858101596589881083016636,,,,,,,
2024-07-20,1201739214.35692569755437243345163794581,,,,,,,
2024-07-21,1214172421.78271337954462098918927669628,,,,,,,
2024-07-22,1177398002.11039359123778564414529287356,,,,,,,
2024-07-23,1219175827.73455390464485953162165310805,,,,,,,
2024-07-24,1194397087.30304802974394574502437516436,,,,,,,
2024-07-25,1086901169.1027193605613901523274391643,,,,,,,
2024-07-26,1147504313.03346050714987607224122765716,,,,,,,
2024-07-27,1144393855.9812699287916894849553604595,,,,,,,
2024-07-28,1118286060.36145757942047285820276358447,,,,,,,
2024-07-29,1141949573.74039907678516940922876893813,,,,,,,
2024-07-30,1123070671.6220299276824583283299788699,,,,,,,
2024-07-31,1095566301.67028073395193104820385767102,,,,,,,
2024-08-01,1092125474.9952293628604920268128289148,,,,,,,
2024-08-02,1050677937.37454779463236755149960936064,,,,,,,
2024-08-03,1032165977.304546256639656244446617043,,,,,,,
2024-08-04,937760373.4180190879715764082969424188,,,,,,,
2024-08-05,854131495.2108425358455225140290711586,,,,,,,
2024-08-06,926463499.34840637009282458462536067556,,,,,,,
2024-08-07,824342941.2018330929800525573206974944,,,,,,,
2024-08-08,919573879.6105369611746456011505619984,,,,,,,
2024-08-09,914632603.48538582292975880404991352282,,,,,,,
2024-08-10,868823563.46516894604269778149714354736,,,,,,,
2024-08-11,851361199.68992328090484387222167439821,,,,,,,
2024-08-12,898015580.10578660273727190931808100782,,,,,,,
2024-08-13,862994910.77581523619095164780572555801,,,,,,,
2024-08-14,863226643.198113626018430238067360979,,,,,,,
2024-08-15,841701804.054006609356432680078607361,,,,,,,
2024-08-16,862599400.69324822903044550011358757209,,,,,,,
2024-08-17,855490433.3354754434266247195601163101,,,,,,,
2024-08-18,873925171.47015233131508043022238963364,,,,,,,
2024-08-19,867882625.48256260597536795485250371508,,,,,,,
2024-08-20,852611988.05377838941365325542184702595,,,,,,,
2024-08-21,888203559.8916457530096584626745817575,,,,,,,
2024-08-22,880658918.38816931240467590308179044762,,,,,,,
2024-08-23,951979890.99987326584191281921043225072,,,,,,,
2024-08-24,975888749.58604683753677757106339533615,,,,,,,
2024-08-25,985726589.15042494696163032033105948272,,,,,,,
2024-08-26,937196706.024900000503032314067807845,,,,,,,
2024-08-27,863019896.37280032541750981638916847434,,,,,,,
